ds,temperature,y
2020-01-01,20.77219977603408,102.12564611808408
2020-01-02,17.446689263216363,82.8517079175342
2020-01-03,19.208706798050986,88.73364171827394
2020-01-04,18.911449875905827,91.59812744843553
2020-01-05,23.262244306238074,106.5923328533492
2020-01-06,19.620618040430283,83.20185839199189
2020-01-07,22.525582727936197,106.71585317764416
2020-01-08,27.232678191709482,104.10554553073838
2020-01-09,25.16137235468561,93.88513933815067
2020-01-10,20.22544363603991,91.32652531906083
2020-01-11,20.67361776284882,86.25150667647416
2020-01-12,23.248226077104185,95.67229046837102
2020-01-13,17.045056877645294,96.12957681198353
2020-01-14,19.632958645012216,74.13646719506612
2020-01-15,23.865460204430725,98.25545735030745
2020-01-16,22.18059276272541,94.22501786543776
2020-01-17,28.524990437542083,104.52540631962692
2020-01-18,21.029496363852925,88.32972466747397
2020-01-19,19.90869528791772,95.26076390758266
2020-01-20,20.543843850943038,86.23897232186003
2020-01-21,23.417350607532516,73.67734382640603
2020-01-22,23.054272163266365,84.03106693756799
2020-01-23,30.388324375402544,108.29741736949042
2020-01-24,22.6592869068595,102.56162149028313
2020-01-25,24.178213582153447,102.79022705889376
2020-01-26,26.824481471708527,86.37972575160576
2020-01-27,24.00381424147551,102.43660295046794
2020-01-28,26.14911437015957,103.15871733391283
2020-01-29,25.82022261687904,97.41762370851356
2020-01-30,27.29895346909978,100.51649157491502
2020-01-31,20.714120990410038,96.11462349563766
2020-02-01,27.510257679425752,107.35209745978132
2020-02-02,24.81930513973247,91.5540787330585
2020-02-03,25.941587471384985,93.17147095710834
2020-02-04,24.364378725136003,99.61304937697251
2020-02-05,30.644163752287156,126.10753530861464
2020-02-06,19.66679534126044,97.73525479582464
2020-02-07,30.145217828526157,115.04410952100197
2020-02-08,24.047747337544685,89.55586017628599
2020-02-09,30.807422888196555,105.09650682714572
2020-02-10,30.017970898662178,115.32424869471883
2020-02-11,29.53126116069791,115.4606176728292
2020-02-12,29.100736129471883,101.72952732559247
2020-02-13,33.54331431296003,115.7421897380547
2020-02-14,25.085660661836382,93.46435700069081
2020-02-15,25.250774657931224,95.86088517924408
2020-02-16,25.148883784266147,108.342086044856
2020-02-17,30.011886943029744,107.75610140871984
2020-02-18,23.456686196887294,89.47648972130584
2020-02-19,30.503221478597837,99.12613278128707
2020-02-20,26.717737536485604,102.25951190099006
2020-02-21,24.49100907277346,96.50343105788288
2020-02-22,24.570155818038664,110.69774559290316
2020-02-23,25.519135278509538,94.21592991136818
2020-02-24,23.555483136165606,89.44894090098906
2020-02-25,29.65777688709428,114.32868810746992
2020-02-26,30.770138126353352,113.28377615748457
2020-02-27,31.187726575478365,112.32793790092099
2020-02-28,26.526731908963832,104.34156476912793
2020-02-29,29.421963953901884,105.14807100532845
2020-03-01,28.603256637564687,107.81564867262048
2020-03-02,30.74915927022354,117.60414509007403
2020-03-03,30.093503528674365,101.21321751145337
2020-03-04,29.11151369690677,115.32103147124194
2020-03-05,23.344784766575152,105.23566781274128
2020-03-06,28.496568564765937,102.83495173402673
2020-03-07,29.402767568438723,131.9802716917746
2020-03-08,27.056961949820355,119.20820494919973
2020-03-09,28.402186179349403,93.17814857075635
2020-03-10,25.377741385759624,108.91290743670953
2020-03-11,28.375055946921485,112.76721086116936
2020-03-12,30.91616680590035,103.17384746039731
2020-03-13,35.723142587883316,125.5658977021172
2020-03-14,26.472437398550703,99.1807022950717
2020-03-15,29.490426055110103,116.14741916222759
2020-03-16,26.726890688607387,95.68430577927118
2020-03-17,29.37970080964877,100.84238937389624
2020-03-18,29.02944297511549,123.1619489693748
2020-03-19,32.2396810380222,114.79012638799051
2020-03-20,32.700842150227786,121.60992664932867
2020-03-21,30.301519175810395,118.50857741546187
2020-03-22,29.501262107207918,107.94767792591081
2020-03-23,33.4328997217898,113.52609398941395
2020-03-24,30.438699903463068,114.96755006856931
2020-03-25,34.47154694707978,133.2527649371795
2020-03-26,25.040083010055167,101.3491861527135
2020-03-27,35.305102664459085,124.03816708394865
2020-03-28,28.12006662841999,104.7828855994675
2020-03-29,26.72515633297937,106.23587271944947
2020-03-30,29.858240128382697,105.73863228205886
2020-03-31,26.506577760554137,105.97736458956456
2020-04-01,31.70672588237456,121.35226832776975
2020-04-02,28.6112350199261,118.75844708766945
2020-04-03,30.857528121371153,119.29242068035003
2020-04-04,27.056781023335475,107.84487933500434
2020-04-05,29.31186283334612,124.4888996829529
2020-04-06,30.257384321182286,110.08093422308384
2020-04-07,29.38590006436554,107.41117904428577
2020-04-08,34.70737496779297,104.84559852241462
2020-04-09,31.668573121758893,115.99670079133763
2020-04-10,30.497802078368533,116.44893423235018
2020-04-11,24.289919398442585,107.59495655665103
2020-04-12,30.963833888311214,111.10700732626596
2020-04-13,33.50455786196991,135.67536790910344
2020-04-14,27.69019009571859,112.53690420571616
2020-04-15,29.126117889655376,99.8043493779517
2020-04-16,20.60215821147284,94.42786019707349
2020-04-17,25.89782681540628,101.75633071833708
2020-04-18,23.335059755333,107.4335615626643
2020-04-19,29.84917490518233,110.1472964895711
2020-04-20,29.032915317907722,101.46898964989683
2020-04-21,29.110161924572072,110.82806111017312
2020-04-22,28.057951046026723,101.84743282706694
2020-04-23,32.36464825917549,100.78451440776931
2020-04-24,25.544497542938018,94.3977222137976
2020-04-25,28.953462645695605,109.18291864129455
2020-04-26,30.895213849196782,107.48661992579721
2020-04-27,28.49538033685304,117.47887559416134
2020-04-28,28.686007704026032,96.8518279360609
2020-04-29,26.405334339548002,96.67034844892406
2020-04-30,27.795213656448304,97.6317103675186
2020-05-01,30.872115609621815,113.11531924173835
2020-05-02,22.573034726463135,106.23931287570873
2020-05-03,28.069134550404847,106.3221035134829
2020-05-04,26.69984518931405,101.86101949054326
2020-05-05,28.148335301042973,116.35087926982871
2020-05-06,33.58308567731732,135.719627134876
